company,latest_exit_date,deal_type,hq_location,founding_date,date_basis,source,confidence,status,time_to_exit_years,recommendation,review_reason,matched_name,url,notes
MNTN (NYS: MNTN),22-May-2025,IPO,"""Austin, TX""",2009,operating_founding,SEC filing,LOW,SEC_MATCH,16.39,REVIEW,Needs manual basis review,"MNTN, Inc.",https://www.sec.gov/Archives/edgar/data/1891027/000189102726000019/mntn-20251231.htm,Extracted from filing text: founded in 2009
MaaT Pharma (PAR: MAAT),08-Nov-2021,IPO,"""Lyon, France""",2014,operating_founding,Wikidata,MEDIUM,REVIEW,7.85,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=france; desc=French biotechnology company
MailerLite,26-Apr-2022,Merger/Acquisition,"""Dublin, Ireland""",2010,operating_founding,Wikidata,MEDIUM,REVIEW,12.31,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=ireland; desc=Email Marketing Service
Mandiant,12-Sep-2022,Merger/Acquisition,"""Reston, VA""",2004,operating_founding,Wikidata,MEDIUM,REVIEW,18.70,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=American cybersecurity firm
Mangoceuticals (NAS: MGRX),21-Mar-2023,IPO,"""Dallas, TX""",2021-10-07,legal_incorporation,SEC filing,HIGH,SEC_MATCH,1.45,REVIEW,Very short legal age may be issuer/reorg incorporation,"MANGOCEUTICALS, INC.",https://www.sec.gov/Archives/edgar/data/1938046/000149315226014478/form10-k.htm,"Extracted from filing text: incorporated in the State of a Texas on October 7, 2021"
MapLight (NAS: MPLT),27-Oct-2025,IPO,"""Redwood City, CA""",2018-11,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,6.99,REVIEW,Legal incorporation needs operating-company review,"MapLight Therapeutics, Inc.",https://www.sec.gov/Archives/edgar/data/1770069/000119312526125072/mplt-20251231.htm,Extracted from filing text: incorporated in November 2018
MapLight (NAS: MPLT),27-Oct-2025,IPO,"""Redwood City, CA""",2005-03,operating_founding,Wikidata,MEDIUM,REVIEW,20.66,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=organization
Marqeta (NAS: MQ),09-Jun-2021,IPO,"""Oakland, CA""",2010,legal_incorporation,SEC filing,MEDIUM,SEC_MATCH,11.44,REVIEW,Legal incorporation needs operating-company review,"Marqeta, Inc.",https://www.sec.gov/Archives/edgar/data/1522540/000152254026000017/mq-20251231.htm,Extracted from filing text: incorporated in 2010
Marqeta (NAS: MQ),09-Jun-2021,IPO,"""Oakland, CA""",2010,operating_founding,Wikidata,MEDIUM,REVIEW,11.44,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=fintech company
Marrone Bio Innovations,12-Jul-2022,Merger/Acquisition,"""Raleigh, NC""",2006,operating_founding,Wikidata,LOW,REVIEW,16.53,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Davis, United States"
Masten Space Systems,12-Sep-2022,Merger/Acquisition,"""Mojave, CA""",2004,operating_founding,Wikidata,MEDIUM,REVIEW,18.70,REVIEW,"Possible issuer, SPAC, holding-company, or reorganization date",,,hq=united states; desc=American aerospace company
Matterport,22-Jul-2021,Reverse Merger,"""Sunnyvale, CA""",2011-06-17,operating_founding,Wikidata,HIGH,LIKELY_MATCH,10.10,REVIEW,"Possible issuer, SPAC, holding-company, or reorganization date",,,"hq=united states; aliases=Matterport Inc.|Matterport, Inc.|MTTR; desc=American multinational corporation in scanning physical spaces"
Maven Wireless (STO: MAVEN),10-Jun-2021,IPO,"""Kista, Sweden""",2019-01-15,operating_founding,Wikidata,LOW,REVIEW,2.40,REVIEW,Needs manual basis review,,,hq=sweden
Meds Apotek (STO: MEDS),23-Sep-2025,IPO,"""Stockholm, Sweden""",2017,operating_founding,Wikidata,MEDIUM,REVIEW,8.73,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=sweden
Mersana Therapeutics,06-Jan-2026,Merger/Acquisition,"""Cambridge, MA""",2001,operating_founding,Wikidata,LOW,REVIEW,25.01,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Cambridge, United States"
Mesa Biotech,25-Feb-2021,Merger/Acquisition,"""San Diego, CA""",2008,operating_founding,Wikidata,LOW,REVIEW,13.15,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in San Diego, United States"
Mijem (CNQ: MJEM.X),10-Jan-2022,IPO,"""Toronto, Canada""",2023-07-24,operating_founding,Wikidata,LOW,REVIEW,,REVIEW,Needs manual basis review,,,hq=canada
Miromatrix Medical,24-Jun-2021,IPO,"""Eden Prairie, MN""",2009,operating_founding,Wikidata,LOW,REVIEW,12.48,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Eden Prairie, United States"
Mister Spex (FRA: MRX),02-Jul-2021,IPO,"""Berlin, Germany""",2007,operating_founding,Wikidata,MEDIUM,REVIEW,14.50,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=germany; desc=German optician chain
Mitokinin,04-Oct-2023,Merger/Acquisition,"""San Francisco, CA""",2017,operating_founding,Wikidata,LOW,REVIEW,6.75,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in San Francisco, United States"
Mobix Labs (NAS: MOBX),21-Dec-2023,Reverse Merger,"""Irvine, CA""",2020,operating_founding,Wikidata,MEDIUM,REVIEW,3.97,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=fabless semiconductor company in Irvine California
Momentus (NAS: MNTS),12-Aug-2021,Reverse Merger,"""San Jose, CA""",2019-05-28,legal_incorporation,SEC filing,HIGH,SEC_MATCH,2.21,REVIEW,Very short legal age may be issuer/reorg incorporation,Momentus Inc.,https://www.sec.gov/Archives/edgar/data/1781162/000162828026022291/mnts-20251231.htm,"Extracted from filing text: incorporated in the State of Delaware as Stable Road Acquisition Corp. on May 28, 2019"
Monte Rosa Therapeutics (NAS: GLUE),24-Jun-2021,IPO,"""Boston, MA""",2019-11,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,1.65,REVIEW,Very short legal age may be issuer/reorg incorporation,"Monte Rosa Therapeutics, Inc.",https://www.sec.gov/Archives/edgar/data/1826457/000119312526109360/glue-20251231.htm,Extracted from filing text: incorporated in the State of Delaware in November 2019
Moolec Science (NAS: MLEC),03-Jan-2023,Reverse Merger,Luxembourg,2022-05-23,legal_incorporation,SEC filing,HIGH,SEC_MATCH,0.62,REVIEW,Very short legal age may be issuer/reorg incorporation,Moolec Science SA,https://www.sec.gov/Archives/edgar/data/1937737/000121390025125820/ea0270125-20f_moolec.htm,"Extracted from filing text: incorporated on May 23, 2022"
MoonLake Immunotherapeutics (NAS: MLTX),06-Apr-2022,Reverse Merger,"""Zug, Switzerland""",2020-08-13,legal_incorporation,SEC filing,HIGH,SEC_MATCH,1.65,REVIEW,Very short legal age may be issuer/reorg incorporation,MoonLake Immunotherapeutics,https://www.sec.gov/Archives/edgar/data/1821586/000182158626000002/mnlk-20251231.htm,"Extracted from filing text: incorporated on August 13, 2020"
Move About,23-Feb-2022,IPO,"""Gothenburg, Sweden""",2007,operating_founding,Wikidata,LOW,REVIEW,15.15,REVIEW,Needs manual basis review,,,"hq=sweden; desc=company in Oslo, Norway"
NKGen Biotech (PINX: NKGN),29-Sep-2023,Reverse Merger,"""Santa Ana, CA""",2017,operating_founding,Wikidata,MEDIUM,REVIEW,6.74,REVIEW,Wikidata match below HIGH confidence needs review,,,"hq=united states; aliases=NKGen Biotech Inc.|NKGen Biotech|NKGN; desc=company in Santa Ana, United States"
Nano Nuclear Energy (NAS: NNE),08-May-2024,IPO,"""New York, NY""",2021,operating_founding,Wikidata,MEDIUM,REVIEW,3.35,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=Microreactor Company
NanoAvionics,06-Sep-2022,Merger/Acquisition,"""Vilnius, Lithuania""",2014,operating_founding,Wikidata,MEDIUM,REVIEW,8.68,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=lithuania; aliases=NanoAvionics; desc=Lithuanian manufacturer and integrator of small satellite buses
Nautilus Biotechnology (NAS: NAUT),09-Jun-2021,Reverse Merger,"""Seattle, WA""",2016,legal_incorporation,SEC filing,MEDIUM,SEC_MATCH,5.44,REVIEW,Legal incorporation needs operating-company review,"Nautilus Biotechnology, Inc.",https://www.sec.gov/Archives/edgar/data/1808805/000180880526000011/naut-20251231.htm,Extracted from filing text: incorporated in 2016
Navan (NAS: NAVN),29-Oct-2025,IPO,"""Palo Alto, CA""",2015-02,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,10.74,REVIEW,Legal incorporation needs operating-company review,"Navan, Inc.",https://www.sec.gov/Archives/edgar/data/1639723/000162828026023250/navn-20260131.htm,Extracted from filing text: incorporated in the State of Delaware in February 2015
Neosyad,21-Jan-2025,Merger/Acquisition,"""Aix-en-Provence, France""",2020-02-27,operating_founding,Wikidata,MEDIUM,REVIEW,4.90,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=france
Netskope (NAS: NTSK),18-Sep-2025,IPO,"""Santa Clara, CA""",2012,operating_founding,SEC filing,LOW,SEC_MATCH,13.71,REVIEW,Needs manual basis review,Netskope Inc,https://www.sec.gov/Archives/edgar/data/2063196/000119312526135011/ck0002063196-20260131.htm,Extracted from filing text: founded in 2012
Neumora (NAS: NMRA),15-Sep-2023,IPO,"""Watertown, MA""",2019-11,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,3.87,REVIEW,Legal incorporation needs operating-company review,"Neumora Therapeutics, Inc.",https://www.sec.gov/Archives/edgar/data/1885522/000119312526130388/nmra-20251231.htm,Extracted from filing text: incorporated in November 2019
NeuroSense Therapeutics (NAS: NRSN),08-Dec-2021,IPO,"""Cambridge, MA""",2017-02-13,legal_incorporation,SEC filing,HIGH,SEC_MATCH,4.82,REVIEW,Legal incorporation needs operating-company review,NeuroSense Therapeutics Ltd.,https://www.sec.gov/Archives/edgar/data/1875091/000121390026036970/ea0283072-20f_neurosense.htm,"Extracted from filing text: incorporated on February 13, 2017"
NewAmsterdam Pharma (NAS: NAMS),23-Nov-2022,Reverse Merger,"""Aventura, FL""",2019,operating_founding,Wikidata,MEDIUM,REVIEW,3.89,REVIEW,Wikidata match below HIGH confidence needs review,,,"hq=united states; aliases=NA|NewAmsterdam Pharma BV|NewAmsterdam Pharma; desc=company in Naarden, The Netherlands"
NewsWhip,30-Jul-2025,Merger/Acquisition,"""Dublin, Ireland""",2011,operating_founding,Wikidata,MEDIUM,REVIEW,14.58,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=ireland; desc=Social media analytics company
Nexgel (NAS: NXGL),22-Dec-2021,IPO,"""Langhorne, PA""",2009-01-13,legal_incorporation,SEC filing,HIGH,SEC_MATCH,12.94,REVIEW,Legal incorporation needs operating-company review,"NEXGEL, INC.",https://www.sec.gov/Archives/edgar/data/1468929/000149315226014377/form10-k.htm,"Extracted from filing text: incorporated in Delaware on January 13, 2009"
Next Insurance,19-Mar-2025,Merger/Acquisition,"""Palo Alto, CA""",2016,operating_founding,Wikidata,MEDIUM,REVIEW,9.21,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states
Next Kraftwerke,30-Jul-2021,Merger/Acquisition,"""Cologne, Germany""",2009,operating_founding,Wikidata,MEDIUM,REVIEW,12.57,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=germany
NextNav (NAS: NN),28-Oct-2021,Reverse Merger,"""Reston, VA""",2007,operating_founding,Wikidata,MEDIUM,REVIEW,14.82,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=company based in California
Nextbeat,24-Jul-2025,Merger/Acquisition,"""London, United Kingdom""",2013-07,operating_founding,Wikidata,MEDIUM,REVIEW,12.06,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united kingdom
Noname Security,25-Jun-2024,Merger/Acquisition,"""San Jose, CA""",2020-02,operating_founding,Wikidata,LOW,REVIEW,4.40,REVIEW,Needs manual basis review,,,hq=united states; aliases=Noname Security
Notable Labs (PINX: NTBLQ),16-Oct-2023,Reverse Merger,"""Foster City, CA""",2014,operating_founding,Wikidata,LOW,REVIEW,9.79,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Foster City, United States"
NuScale Power (NYS: SMR),02-May-2022,Reverse Merger,"""Corvallis, OR""",2007,operating_founding,Wikidata,MEDIUM,REVIEW,15.33,REVIEW,Wikidata match below HIGH confidence needs review,,,"hq=united states; aliases=NuScale Power|NuScale Power, LLC; desc=Private company that designs and markets small modular reactors (SMRs)"
Nuburu (ASE: BURU),31-Jan-2023,Reverse Merger,"""Centennial, CO""",2020-07-21,legal_incorporation,SEC filing,HIGH,SEC_MATCH,2.53,REVIEW,Very short legal age may be issuer/reorg incorporation,"Nuburu, Inc.",https://www.sec.gov/Archives/edgar/data/1814215/000119312526134922/buru-20251231.htm,"Extracted from filing text: incorporated in Delaware on July 21, 2020"
Nuclia,30-Jun-2025,Merger/Acquisition,"""Barcelona, Spain""",2024-08-07,operating_founding,Wikidata,LOW,REVIEW,0.90,REVIEW,Needs manual basis review,,,hq=spain
Nuvalent (NAS: NUVL),29-Jul-2021,IPO,"""Cambridge, MA""",2017,operating_founding,Wikidata,MEDIUM,REVIEW,4.57,REVIEW,Wikidata match below HIGH confidence needs review,,,"hq=united states; aliases=Nuvalent|Nuvalent, Inc.; desc=company in Cambridge, United States"
Nuvation Bio (NYS: NUVB),10-Feb-2021,Reverse Merger,"""New York, NY""",2018-03-20,legal_incorporation,SEC filing,HIGH,SEC_MATCH,2.90,REVIEW,Very short legal age may be issuer/reorg incorporation,Nuvation Bio Inc.,https://www.sec.gov/Archives/edgar/data/1811063/000119312526085584/nuvb-20251231.htm,"Extracted from filing text: incorporated on March 20, 2018"
OS Therapies (ASE: OSTX),01-Aug-2024,IPO,"""New York, NY""",2026-04-02,legal_incorporation,SEC filing,HIGH,SEC_MATCH,,REVIEW,Legal incorporation needs operating-company review,OS Therapies Inc,https://www.sec.gov/Archives/edgar/data/1795091/000121390026039529/ea0284488-8k_ostherapies.htm,"Extracted from filing text: Incorporated on April 2, 2026"
Omada (NAS: OMDA),06-Jun-2025,IPO,"""Dallas, TX""",2011-04,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,14.18,REVIEW,Legal incorporation needs operating-company review,"Omada Health, Inc.",https://www.sec.gov/Archives/edgar/data/1611115/000162828026015637/omda-20251231.htm,Extracted from filing text: incorporated in the State of Delaware in April 2011
OneCloud,30-Jul-2021,Merger/Acquisition,"""New York, NY""",2011,operating_founding,Wikidata,LOW,REVIEW,10.58,REVIEW,Needs manual basis review,,,hq=united states
OneMedNet (NAS: ONMD),25-Apr-2022,Reverse Merger,"""Eden Prairie, MN""",2021-02-08,legal_incorporation,SEC filing,HIGH,SEC_MATCH,1.21,REVIEW,Very short legal age may be issuer/reorg incorporation,OneMedNet Corp,https://www.sec.gov/Archives/edgar/data/1849380/000149315226013681/form10-k.htm,"Extracted from filing text: incorporated in Delaware on February 8, 2021"
Onvis,05-Dec-2025,Merger/Acquisition,"""Houston, TX""",1998,operating_founding,Wikidata,LOW,REVIEW,27.93,REVIEW,Needs manual basis review,,,hq=united states
Optodot,16-Jun-2022,Merger/Acquisition,"""Devens, MA""",2000,operating_founding,Wikidata,LOW,REVIEW,22.46,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Devens, United States"
Orchestra BioMed Holdings (NAS: OBIO),26-Jan-2023,Reverse Merger,"""New Hope, PA""",2017-01,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,6.07,REVIEW,Legal incorporation needs operating-company review,"Orchestra BioMed Holdings, Inc.",https://www.sec.gov/Archives/edgar/data/1814114/000110465926026754/obio-20251231x10k.htm,Extracted from filing text: incorporated in Delaware in January 2017
Oxford Immunotec,08-Mar-2021,Merger/Acquisition,"""Abingdon, United Kingdom""",2010-06,operating_founding,Wikidata,MEDIUM,REVIEW,10.77,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united kingdom
Pagaya Technologies (NAS: PGY),23-Jun-2022,Reverse Merger,"""New York, NY""",2016-03-20,legal_incorporation,SEC filing,HIGH,SEC_MATCH,6.26,REVIEW,Legal incorporation needs operating-company review,Pagaya Technologies Ltd.,https://www.sec.gov/Archives/edgar/data/1883085/000188308526000018/pgy-20251231.htm,"Extracted from filing text: incorporated on March 20, 2016"
Pagaya Technologies (NAS: PGY),23-Jun-2022,Reverse Merger,"""New York, NY""",2016-03,operating_founding,Wikidata,MEDIUM,REVIEW,6.31,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; aliases=Pagaya; desc=israeli-American technology company
Paragon 28,15-Oct-2021,IPO,"""Englewood, CO""",2010,operating_founding,Wikidata,LOW,REVIEW,11.79,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Englewood, United States"
Parlem Telecom (MAD: PAR),23-Jun-2021,IPO,"""Barcelona, Spain""",2014-07,operating_founding,Wikidata,LOW,REVIEW,6.98,REVIEW,Needs manual basis review,,,hq=spain; desc=telcom company
Pasithea Therapeutics (NAS: KTTA),15-Sep-2021,IPO,"""Miami Beach, FL""",2020-05-12,legal_incorporation,SEC filing,HIGH,SEC_MATCH,1.34,REVIEW,Very short legal age may be issuer/reorg incorporation,Pasithea Therapeutics Corp.,https://www.sec.gov/Archives/edgar/data/1841330/000121390026036434/ea0275535-10k_pasithea.htm,"Extracted from filing text: incorporated in the State of Delaware on May 12, 2020"
Payoneer (NAS: PAYO),28-Jun-2021,Reverse Merger,"""New York, NY""",2005,operating_founding,SEC filing,LOW,SEC_MATCH,16.49,REVIEW,Needs manual basis review,Payoneer Global Inc.,https://www.sec.gov/Archives/edgar/data/1845815/000110465926020487/payo-20251231x10k.htm,Extracted from filing text: founded in 2005
Payoneer (NAS: PAYO),28-Jun-2021,Reverse Merger,"""New York, NY""",2005,operating_founding,Wikidata,MEDIUM,REVIEW,16.49,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=American financial services company
Pear Therapeutics,03-Dec-2021,Reverse Merger,"""Boston, MA""",2013,operating_founding,Wikidata,LOW,REVIEW,8.92,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Boston, United States"
PensionBee Group (LON: PBEE),21-Apr-2021,IPO,"""London, United Kingdom""",2014,operating_founding,Wikidata,MEDIUM,REVIEW,7.30,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united kingdom; desc=UK business
PeriShip,22-Apr-2022,Merger/Acquisition,"""Branford, CT""",2001,operating_founding,Wikidata,MEDIUM,REVIEW,21.30,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states
Pharvaris (NAS: PHVS),05-Feb-2021,IPO,"""Zug, Switzerland""",2015-09-30,legal_incorporation,SEC filing,HIGH,SEC_MATCH,5.35,REVIEW,Legal incorporation needs operating-company review,Pharvaris N.V.,https://www.sec.gov/Archives/edgar/data/1830487/000183048726000013/phvs-20251231.htm,"Extracted from filing text: incorporated on September 30, 2015"
PhysioAssist,14-Sep-2023,Merger/Acquisition,"""Aix-en-Provence, France""",2012,operating_founding,Wikidata,MEDIUM,REVIEW,11.70,REVIEW,Wikidata match below HIGH confidence needs review,,,"hq=france; desc=French medical device company, responsible for Simeox technology"
Picard Medical (ASE: PMI),29-Aug-2025,IPO,"""Tucson, AZ""",2021-04-08,legal_incorporation,SEC filing,HIGH,SEC_MATCH,4.39,REVIEW,Legal incorporation needs operating-company review,"Picard Medical, Inc.",https://www.sec.gov/Archives/edgar/data/2030617/000143774926010133/pmi20251231_10k.htm,"Extracted from filing text: incorporated in the state of Delaware on April 8, 2021"
Planday,03-Mar-2021,Merger/Acquisition,"""Copenhagen, Denmark""",2013,operating_founding,Wikidata,MEDIUM,REVIEW,8.17,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=denmark; desc=Danish workforce scheduling SaaS solution
Pond5,11-May-2022,Merger/Acquisition,"""New York, NY""",2006,operating_founding,Wikidata,MEDIUM,REVIEW,16.36,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=American stock photo agency
Poseida Therapeutics,08-Jan-2025,Merger/Acquisition,"""San Diego, CA""",2014,operating_founding,Wikidata,LOW,REVIEW,11.02,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in San Diego, United States"
Poshmark,14-Jan-2021,IPO,"""Redwood City, CA""",2011,operating_founding,Wikidata,MEDIUM,REVIEW,10.04,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=social commerce website
PotGuide,15-Sep-2021,Merger/Acquisition,"""Denver, CO""",2013-09,operating_founding,Wikidata,MEDIUM,REVIEW,8.04,REVIEW,Wikidata match below HIGH confidence needs review,,,"hq=united states; aliases=PGED Corp.|Pot Guide|Colorado PotGuide; desc=comprehensive online resource for the cannabis industry connecting consumers to dispensaries, delivery services, brands and deals/offers on consumer products"
Prevenio,02-Jul-2021,Merger/Acquisition,"""Bridgewater, NJ""",2011,operating_founding,Wikidata,MEDIUM,REVIEW,10.50,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=brand by JBT Marel
Prime Medicine (NAS: PRME),20-Oct-2022,IPO,"""Cambridge, MA""",2019-09,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,3.13,REVIEW,Legal incorporation needs operating-company review,"Prime Medicine, Inc.",https://www.sec.gov/Archives/edgar/data/1894562/000162828026013569/prme-20251231.htm,Extracted from filing text: incorporated in the State of Delaware in September 2019
Provision Healthcare,19-Jul-2022,Merger/Acquisition,"""Knoxville, TN""",2005,operating_founding,Wikidata,LOW,REVIEW,17.54,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Knoxville, United States"
Purilogics,13-Jun-2022,Merger/Acquisition,"""Greenville, SC""",2013,operating_founding,Wikidata,LOW,REVIEW,9.45,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Greenville, United States"
Qlucore (STO: QCORE),05-Nov-2021,IPO,"""Lund, Sweden""",2007-01-15,operating_founding,Wikidata,MEDIUM,REVIEW,14.81,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=sweden; desc=bioinformatics software company
Raidix,02-Sep-2022,Merger/Acquisition,"""Saint Petersburg, Russia""",2009,operating_founding,Wikidata,MEDIUM,REVIEW,13.67,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=russia; desc=family of software products
Rani Therapeutics (NAS: RANI),30-Jul-2021,IPO,"""San Jose, CA""",2012,operating_founding,Wikidata,LOW,REVIEW,9.58,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in San Jose, United States"
Reallusion (ROCO: 6882),26-Apr-2022,IPO,"""San Jose, CA""",1993,operating_founding,Wikidata,MEDIUM,REVIEW,29.31,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=animation software
Reata Pharmaceuticals,26-Sep-2023,Merger/Acquisition,"""Plano, TX""",2002,operating_founding,Wikidata,MEDIUM,REVIEW,21.73,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=pharmaceutical company focused on investigating experimental oral antioxidative and anti-inflammatory drugs
Recursion Pharmaceuticals (NAS: RXRX),16-Apr-2021,IPO,"""Salt Lake City, UT""",2013,operating_founding,Wikidata,MEDIUM,REVIEW,8.29,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; aliases=Recursion; desc=American pharmaceutical company
RedCloud (Productivity Software) (NAS: RCT),21-Mar-2025,IPO,"""London, United Kingdom""",2024-04-15,legal_incorporation,SEC filing,HIGH,SEC_MATCH,0.93,REVIEW,Very short legal age may be issuer/reorg incorporation,RedCloud Holdings plc,https://www.sec.gov/Archives/edgar/data/2027360/000149315226028931/formf-1a.htm,"Extracted from filing text: incorporated on April 15, 2024"
Relievant,17-Nov-2023,Merger/Acquisition,"""Edina, MN""",2006,operating_founding,Wikidata,LOW,REVIEW,17.88,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Minneapolis, United States"
Remitly (NAS: RELY),23-Sep-2021,IPO,"""Seattle, WA""",2011,operating_founding,Wikidata,MEDIUM,REVIEW,10.73,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; aliases=Beamit Mobile; desc=mobile payment service company
RenovoRx (NAS: RNXT),26-Aug-2021,IPO,"""Mountain View, CA""",2009,operating_founding,Wikidata,MEDIUM,REVIEW,12.65,REVIEW,Wikidata match below HIGH confidence needs review,,,"hq=united states; aliases=RRx|RenovoRx|RenovoRx, Inc.; desc=company in Mountain View, United States"
Retrogenix,30-Mar-2021,Merger/Acquisition,"""Chinley, United Kingdom""",2008,operating_founding,Wikidata,MEDIUM,REVIEW,13.24,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united kingdom; desc=British biotechnology company
Rezolve Ai (NAS: RZLV),15-Aug-2024,Reverse Merger,"""London, United Kingdom""",2023-01-05,legal_incorporation,SEC filing,HIGH,SEC_MATCH,1.61,REVIEW,Very short legal age may be issuer/reorg incorporation,REZOLVE AI PLC,https://www.sec.gov/Archives/edgar/data/1920294/000119312526132456/rzlv-20251231.htm,"Extracted from filing text: incorporated in England and Wales as a private limited company on January 5, 2023"
Riskified (NYS: RSKD),29-Jul-2021,IPO,"""New York, NY""",2012-11-26,legal_incorporation,SEC filing,HIGH,SEC_MATCH,8.67,REVIEW,Legal incorporation needs operating-company review,RISKIFIED LTD.,https://www.sec.gov/Archives/edgar/data/1851112/000185111226000007/rskd-20251231.htm,"Extracted from filing text: incorporated on November 26, 2012"
Riskified (NYS: RSKD),29-Jul-2021,IPO,"""New York, NY""",2012,operating_founding,Wikidata,MEDIUM,REVIEW,9.57,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=SaaS company
Rivian Automotive (NAS: RIVN),10-Nov-2021,IPO,"""Irvine, CA""",2009-06,operating_founding,Wikidata,MEDIUM,REVIEW,12.44,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; aliases=Mainstream Motors|Avera Automotive; desc=American automaker and automotive technology company
Rovio Entertainment,17-Aug-2023,Merger/Acquisition,"""Espoo, Finland""",2003,operating_founding,Wikidata,MEDIUM,REVIEW,20.62,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=finland; desc=Finnish video game developer and entertainment company
Rubicon Technologies,15-Aug-2022,Reverse Merger,"""Atlanta, GA""",2008,operating_founding,Wikidata,MEDIUM,REVIEW,14.62,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; aliases=Rubicon; desc=Waste and recycling company focused on sustainability
SAGE Therapeutics,31-Jul-2025,Merger/Acquisition,"""Cambridge, MA""",2010,operating_founding,Wikidata,LOW,REVIEW,15.58,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Cambridge, Massachusetts, United States"
SAb Biotherapeutics (NAS: SABS),25-Oct-2021,Reverse Merger,"""Miami Beach, FL""",2014,operating_founding,Wikidata,LOW,REVIEW,7.81,REVIEW,Needs manual basis review,,,"hq=united states; aliases=SAB; desc=company in Sioux Falls, United States"
Safello Group (STO: SFL),12-May-2021,IPO,"""Stockholm, Sweden""",2003-10,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,17.61,REVIEW,Legal incorporation needs operating-company review,SFL Corp Ltd.,https://www.sec.gov/Archives/edgar/data/1289877/000128987726000008/sfl-20251231.htm,Extracted from filing text: incorporated in October 2003
SafetyPay,31-Jan-2022,Merger/Acquisition,"""Aventura, FL""",2007,operating_founding,Wikidata,MEDIUM,REVIEW,15.08,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=The global and secure Internet payment solution
Sagent Pharmaceuticals,28-Feb-2023,Merger/Acquisition,"""Schaumburg, IL""",2007,operating_founding,Wikidata,MEDIUM,REVIEW,16.16,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states
