company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,date_basis,source,confidence,score,status,wikidata_id,wikidata_label,notes
Ultimate Gamer,12-Sep-2022,Merger/Acquisition,"""Miami, FL""",ultimate gamer,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Ultinous,29-May-2024,Merger/Acquisition,"""Budapest, Hungary""",ultinous,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
UltraCell,18-Feb-2021,Merger/Acquisition,"""Livermore, CA""",ultracell,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Unbxd,24-Mar-2022,Merger/Acquisition,"""San Mateo, CA""",unbxd,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Uncubed,07-Jul-2021,Merger/Acquisition,"""New York, NY""",uncubed,,,Wikidata,NONE,70,NO_MATCH,Q135074801,UnCubed,hq=united states; desc=video game developed by Kelonia Games
Unearth (Business/Productivity Software),22-Sep-2023,Merger/Acquisition,"""Seattle, WA""",unearth (business/productivity software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Unicycive (NAS: UNCY),13-Jul-2021,IPO,"""Los Altos, CA""",unicycive,,,Wikidata,NONE,65,NO_MATCH,Q139379676,"Unicycive Therapeutics, Inc.",hq=united states; aliases=Unicycive|UNCY; desc=Unicycive Theraputics (Nasdaq: UNCY) is a clinical-stage biotechnology company focused on developing kidney medications
Unified Chargers,15-Nov-2022,Merger/Acquisition,"""Espoo, Finland""",unified chargers,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Unify Square,03-Jun-2021,Merger/Acquisition,"""Bellevue, WA""",unify square,2008,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q24912230,Unify Square,hq=united states; desc=U.S. headquartered enterprise software company
Unikrn,19-Oct-2021,Merger/Acquisition,"""Douglas, United Kingdom""",unikrn,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Unknown Worlds Entertainment,29-Oct-2021,Merger/Acquisition,"""San Francisco, CA""",unknown worlds entertainment,2001-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q3022081,Unknown Worlds Entertainment,hq=united states; desc=American video game developer
Unless Collective,20-Aug-2024,Merger/Acquisition,"""Portland, OR""",unless collective,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
UntieNots,03-Jan-2023,Merger/Acquisition,"""Paris, France""",untienots,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Untu,03-Mar-2025,Merger/Acquisition,"""Vilnius, Lithuania""",untu,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Unusual Machines (ASE: UMAC),15-Feb-2024,IPO,"""Orlando, FL""",unusual machines,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Upchain,11-May-2021,Merger/Acquisition,"""Toronto, Canada""",upchain,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
UpCity,01-Oct-2022,Merger/Acquisition,"""Chicago, IL""",upcity,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Upcycle Labs,14-Sep-2021,Merger/Acquisition,"""Netherfield, United Kingdom""",upcycle labs,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Updown App,17-Oct-2024,Merger/Acquisition,"""Saint Louis, MO""",updown app,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
UpLift (Clinics/Outpatient Services),30-Apr-2025,Merger/Acquisition,"""Tampa, FL""",uplift (clinics/outpatient services),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
UpLift (Financial Software),25-Jul-2023,Merger/Acquisition,"""Sunnyvale, CA""",uplift (financial software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Uplogix,12-Sep-2022,Merger/Acquisition,"""Austin, TX""",uplogix,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
UpNest,08-Jun-2022,Merger/Acquisition,"""Scottsdale, AZ""",upnest,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Upsider (Human Capital Services),25-Mar-2021,Merger/Acquisition,"""Newark, NJ""",upsider (human capital services),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Upskill (Software Development Applications),26-Feb-2021,Merger/Acquisition,"""Vienna, VA""",upskill (software development applications),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Upstream Bio (NAS: UPB),11-Oct-2024,IPO,"""Waltham, MA""",upstream bio,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Urban Green,18-Mar-2021,Merger/Acquisition,"""Vislanda, Sweden""",urban green,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Urban Infrastructure Partner,19-Aug-2024,Merger/Acquisition,"""Oslo, Norway""",urban infrastructure partner,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Urbn Leaf,01-Mar-2022,Merger/Acquisition,"""San Diego, CA""",urbn leaf,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Urgent.ly (NAS: ULY),19-Oct-2023,Reverse Merger,"""Vienna, VA""",urgently,2013,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q24259763,Urgent.ly,hq=united states; desc=roadside assistance technology company
USARAD,02-Nov-2021,Merger/Acquisition,"""Oakland Park, FL""",usarad,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Userlike,27-Apr-2021,Merger/Acquisition,"""Cologne, Germany""",userlike,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Usermind,20-Jul-2021,Merger/Acquisition,"""Seattle, WA""",usermind,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
UTILITY Therapeutics,19-Jun-2025,Merger/Acquisition,"""Altrincham, United Kingdom""",utility therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
UWINLOC,19-Dec-2022,Merger/Acquisition,"""Toulouse, France""",uwinloc,2015-11,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q131633673,Uwinloc,hq=france
V.A. Smart Wired Connections,30-Mar-2022,Buyout/LBO,"""Lisbon, Portugal""",va smart wired connections,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vacasa,06-Dec-2021,Reverse Merger,"""Portland, OR""",vacasa,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Valence Labs,16-May-2023,Merger/Acquisition,"""Montreal, Canada""",valence labs,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
ValenzaBio,04-Jan-2023,Merger/Acquisition,"""Bethesda, MD""",valenzabio,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Valispace,21-Dec-2023,Merger/Acquisition,"""Bremen, Germany""",valispace,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Valka,19-Nov-2021,Merger/Acquisition,"""Kopavogur, Iceland""",valka,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Vallon Pharmaceuticals,10-Feb-2021,IPO,"""Philadelphia, PA""",vallon pharmaceuticals,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Valuer.ai,22-Feb-2021,IPO,"""Copenhagen, Denmark""",valuerai,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vampr,22-Feb-2023,Merger/Acquisition,"""Henderson, NV""",vampr,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Vandersat,13-Dec-2021,Merger/Acquisition,"""Haarlem, Netherlands""",vandersat,,,Wikidata,NONE,70,NO_MATCH,Q105071190,VanderSat,hq=netherlands
Vantage Discovery,14-Mar-2025,Merger/Acquisition,"""San Francisco, CA""",vantage discovery,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VarmX,16-Sep-2025,Merger/Acquisition,"""Leiden, Netherlands""",varmx,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vast ( Media and Information Service),07-Jan-2021,Merger/Acquisition,"""Austin, TX""",vast ( media and information service),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vastra Hamnen Corporate Finance (STO: VH),06-May-2022,IPO,"""Malmo, Sweden""",vastra hamnen corporate finance,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vaxxinity (PINX: VAXX),11-Nov-2021,IPO,"""Merritt Island, FL""",vaxxinity,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
VAY (Business/Productivity Software),17-Sep-2021,Merger/Acquisition,"""Zurich, Switzerland""",vay (business/productivity software),,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
VBit DC,31-Jan-2022,Merger/Acquisition,"""Philadelphia, PA""",vbit dc,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VCP,09-Jul-2021,Merger/Acquisition,"""Irvine, CA""",vcp,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
VDDTECH,01-Jun-2022,Merger/Acquisition,"""Mont-Saint-Guibert, Belgium""",vddtech,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VectivBio,09-Apr-2021,IPO,"""Basel, Switzerland""",vectivbio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vectrix (Network Management Software),14-Jan-2022,Merger/Acquisition,"""San Francisco, CA""",vectrix (network management software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Veea (NAS: VEEA),13-Sep-2024,Reverse Merger,"""New York, NY""",veea,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Vegas Sports Information Network,24-Mar-2021,Merger/Acquisition,"""Las Vegas, NV""",vegas sports information network,,,Wikidata,NONE,70,NO_MATCH,Q30678513,Vegas Sports Information Network,hq=united states; desc=gambling-oriented sports news network
Veicoli,12-Nov-2021,Merger/Acquisition,"""Turin, Italy""",veicoli,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Velo3D (NAS: VELO),29-Sep-2021,Reverse Merger,"""Fremont, CA""",velo3d,,,Wikidata,NONE,70,NO_MATCH,Q123982882,Velo3D,hq=united states
Velocity Black,31-May-2023,Merger/Acquisition,"""London, United Kingdom""",velocity black,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VeloCloud,30-Jun-2025,Merger/Acquisition,"""Mountain View, CA""",velocloud,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Vendon,01-Jul-2022,Merger/Acquisition,"""Riga, Latvia""",vendon,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Ventealapropriete,08-Jul-2021,Merger/Acquisition,"""Macon, France""",ventealapropriete,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Venturebeam,27-Oct-2023,Buyout/LBO,"""London, United Kingdom""",venturebeam,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Ventyx Biosciences (NAS: VTYX),21-Oct-2021,IPO,"""San Diego, CA""",ventyx biosciences,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VENU Holding (ASE: VENU),27-Nov-2024,IPO,"""Colorado Springs, CO""",venu,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VenueNext,03-Mar-2021,Merger/Acquisition,"""Allentown, PA""",venuenext,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Venuetize,14-Oct-2022,Merger/Acquisition,"""Tampa, FL""",venuetize,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Veo Robotics,01-Jul-2024,Merger/Acquisition,"""Waltham, MA""",veo robotics,,,Wikidata,NONE,70,NO_MATCH,Q138772941,"VEO ROBOTICS, INC.",hq=united states
Vera Therapeutics (NAS: VERA),14-May-2021,IPO,"""Brisbane, CA""",vera therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VeraDermics (NYS: MANE),04-Feb-2026,IPO,"""New Haven, CT""",veradermics,,,Wikidata,NONE,65,NO_MATCH,Q140045515,"VeraDermics, Inc. (United States)","hq=united states; aliases=VeraDermics|VeraDermics, Inc.; desc=company in New Haven, United States"
Verifi3D,10-Oct-2024,Merger/Acquisition,"""Delft, Netherlands""",verifi3d,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Verifiable Credentials,26-May-2021,Merger/Acquisition,"""Canterbury, United Kingdom""",verifiable credentials,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Verikai,06-Dec-2021,Merger/Acquisition,"""San Francisco, CA""",verikai,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Vermietet.de,11-May-2021,Merger/Acquisition,"""Berlin, Germany""",vermietetde,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Verrix,01-Sep-2021,Merger/Acquisition,"""Scottsdale, AZ""",verrix,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Versanis Bio,14-Aug-2023,Merger/Acquisition,"""Oakland, CA""",versanis bio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vertical Aerospace Group (NYS: EVTL),15-Dec-2021,Reverse Merger,"""Bristol, United Kingdom""",vertical aerospace,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vertus Capital (Private Equity),21-Aug-2023,Merger/Acquisition,"""Gerrards Cross, United Kingdom""",vertus capital (private equity),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Verve Therapeutics,17-Jun-2021,IPO,"""Boston, MA""",verve therapeutics,,,Wikidata,NONE,70,NO_MATCH,Q106949922,Verve Therapeutics,hq=united states; desc=American pharmaceutical company
Vesper (Electronic Equipment and Instruments),31-Aug-2022,Merger/Acquisition,"""Boston, MA""",vesper (electronic equipment and instruments),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vesper Medical,11-Jan-2022,Merger/Acquisition,"""Wayne, PA""",vesper medical,,,Wikidata,NONE,70,NO_MATCH,Q138311049,"VESPER MEDICAL, INC.",hq=united states
Vetex Medical,02-Jul-2021,Merger/Acquisition,"""Galway, Ireland""",vetex medical,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Veza,03-Dec-2025,Merger/Acquisition,"""Redwood City, CA""",veza,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Vezet Group,02-Feb-2021,Merger/Acquisition,"""Moscow, Russia""",vezet,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
VIA (Automotive),31-Jan-2023,Merger/Acquisition,"""Auburn Hills, MI""",via (automotive),,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Via Transportation (NYS: VIA),12-Sep-2025,IPO,"""New York, NY""",via transportation,2012-00-00,operating_founding,Wikidata,MEDIUM,65,REVIEW,Q25339988,Via,"hq=united states; aliases=Via Transportation, Inc.; desc=real-time ridesharing company"
Viaduct,27-Aug-2025,Merger/Acquisition,"""Menlo Park, CA""",viaduct,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
ViaHero,07-May-2024,Merger/Acquisition,"""New York, NY""",viahero,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vibbio,21-Apr-2022,Merger/Acquisition,"""Jar, Norway""",vibbio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vicampo,03-Aug-2021,Merger/Acquisition,"""Mainz, Germany""",vicampo,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vicarious Surgical (NYS: RBOT),20-Sep-2021,Reverse Merger,"""Waltham, MA""",vicarious surgical,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
ViceBio,05-Dec-2025,Merger/Acquisition,"""London, United Kingdom""",vicebio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Video Intelligence,05-Jan-2022,Merger/Acquisition,"""Zurich, Switzerland""",video intelligence,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vidinoti,26-Jun-2021,Merger/Acquisition,"""Fribourg, Switzerland""",vidinoti,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vigene Biosciences,28-Jun-2021,Merger/Acquisition,"""Rockville, MD""",vigene biosciences,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vigil Neuro,07-Jan-2022,IPO,"""Watertown, MA""",vigil neuro,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Vignette Bio,19-Aug-2024,Merger/Acquisition,"""San Diego, CA""",vignette bio,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Vigtory,26-Feb-2021,Merger/Acquisition,"""Chicago, IL""",vigtory,,,Wikidata,NONE,0,NO_MATCH,Q139030596,Vigt̕orya Kiwzelean,hq=united states
Viji,27-Jan-2022,Merger/Acquisition,"""La Teste-de-Buch, France""",viji,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Villaris Therapeutics,17-Nov-2022,Merger/Acquisition,"""Cary, NC""",villaris therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VINN,23-Jun-2023,Merger/Acquisition,"""Vancouver, Canada""",vinn,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Vinpai (PAR: ALVIN),19-Jul-2023,IPO,"""Saint-Dolay, France""",vinpai,2011-09-15,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q131219231,Vinpai,hq=france
Vinteo,05-Nov-2024,Merger/Acquisition,"""Krasnodar, Russia""",vinteo,,,Wikidata,NONE,45,NO_MATCH,Q109354401,Vinteografies,hq=russia
Violet Grey,28-Jan-2022,Merger/Acquisition,"""Los Angeles, CA""",violet grey,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Vira Drones,01-Jan-2022,Merger/Acquisition,"""Cottbus, Germany""",vira drones,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Viral Loops,01-Apr-2022,Merger/Acquisition,"""Vancouver, Canada""",viral loops,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Virgin Orbit,28-Dec-2021,Reverse Merger,"""Long Beach, CA""",virgin orbit,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
ViriCiti,11-Aug-2021,Merger/Acquisition,"""Amsterdam, Netherlands""",viriciti,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Virpax Pharmaceuticals (PINX: VRPX),17-Feb-2021,IPO,"""Berwyn, PA""",virpax pharmaceuticals,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Virtual Technology Simplified,13-Jul-2024,Merger/Acquisition,"""Brighton, MI""",virtual technology simplified,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Viscopic,07-May-2021,Merger/Acquisition,"""Munich, Germany""",viscopic,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Visikol,20-May-2021,Merger/Acquisition,"""Hampton, NJ""",visikol,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vision Hill Group,19-May-2021,Merger/Acquisition,"""New York, NY""",vision hill,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VisionLabs,01-Feb-2022,Merger/Acquisition,"""Amsterdam, Netherlands""",visionlabs,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VisitPay,01-Jul-2021,Merger/Acquisition,"""Boise, ID""",visitpay,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VisualEyes,11-Apr-2022,Merger/Acquisition,"""Thessaloniki, Greece""",visualeyes,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Visualix,23-Apr-2021,Merger/Acquisition,"""Berlin, Germany""",visualix,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vivani Medical (NAS: VANI),31-Aug-2022,Reverse Merger,"""Alameda, CA""",vivani medical,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vivasure Medical,09-Jan-2026,Merger/Acquisition,"""Galway, Ireland""",vivasure medical,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
ViveLaCar,25-Jan-2023,Merger/Acquisition,"""Stuttgart, Germany""",vivelacar,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Vividion Therapeutics,01-Aug-2021,Merger/Acquisition,"""San Diego, CA""",vividion therapeutics,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Vizio Holding,25-Mar-2021,IPO,"""Irvine, CA""",vizio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VNDLY,21-Dec-2021,Merger/Acquisition,"""Mason, OH""",vndly,2024-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q140703205,VNDLY,hq=united states; desc=inventory and sales management software for product-based businesses
VocaliD,10-Jun-2022,Merger/Acquisition,"""Belmont, MA""",vocalid,2014,operating_founding,Wikidata,HIGH,90,LIKELY_MATCH,Q64142995,VocaliD,"hq=united states; aliases=Vocalid|VOCALiD; desc=voice AI company based in Belmont, Massachusetts, United States"
Vocera Communications,23-Feb-2022,Merger/Acquisition,"""San Jose, CA""",vocera communications,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vochi,03-Dec-2021,Merger/Acquisition,"""Nicosia, Cyprus""",vochi,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Vocodia (PINX: VHAI),23-Feb-2024,IPO,"""Boca Raton, FL""",vocodia,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VogacCloset,18-Oct-2021,Merger/Acquisition,"""London, United Kingdom""",vogaccloset,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VoiceBase,18-Oct-2021,Merger/Acquisition,"""Campbell, CA""",voicebase,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
VoiceVibes,15-Jan-2021,Merger/Acquisition,"""Marriottsville, MD""",voicevibes,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Volato (ASE: SOAR),01-Dec-2023,Reverse Merger,"""Chamblee, GA""",volato,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Volocopter,12-Mar-2025,Merger/Acquisition,"""Bruchsal, Germany""",volocopter,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Volt (Electronics),23-Jul-2024,Merger/Acquisition,"""Frederiksberg, Denmark""",volt (electronics),,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Volta Charging,25-Aug-2021,Reverse Merger,"""San Francisco, CA""",volta charging,2010-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q109307156,Volta Charging,hq=united states; aliases=Volta; desc=electric vehicle charging network
Volterra,22-Jan-2021,Merger/Acquisition,"""San Jose, CA""",volterra,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Volumetric (Biotechnology),01-Dec-2021,Merger/Acquisition,"""Houston, TX""",volumetric (biotechnology),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Voluntis,01-Nov-2021,Merger/Acquisition,"""Suresnes, France""",voluntis,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Voog,31-May-2023,Merger/Acquisition,"""Tartu, Estonia""",voog,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Vor Biopharma (NAS: VOR),05-Feb-2021,IPO,"""Cambridge, MA""",vor biopharma,,,Wikidata,NONE,70,NO_MATCH,Q140609057,VOR BIOPHARMA INC.,hq=united states
VouchedFor,30-Oct-2023,Merger/Acquisition,"""Teddington, United Kingdom""",vouchedfor,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Voxel8,10-Aug-2021,Merger/Acquisition,"""Somerville, MA""",voxel8,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Voyage AI,17-Feb-2025,Merger/Acquisition,"""Palo Alto, CA""",voyage ai,,,Wikidata,NONE,45,NO_MATCH,Q113300924,Voyage Air,hq=united states
Voyager (NYS: VOYG),11-Jun-2025,IPO,"""Denver, CO""",voyager,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Voyantic,03-Apr-2023,Merger/Acquisition,"""Helsinki, Finland""",voyantic,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Vulcan Forged,13-Mar-2025,Merger/Acquisition,"""Athens, Greece""",vulcan forged,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Vultus (SAT: C100),20-May-2022,IPO,"""Lund, Sweden""",vultus,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Vyasa Analytics,28-Dec-2022,Merger/Acquisition,"""Newburyport, MA""",vyasa analytics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Vyble,01-Feb-2022,Merger/Acquisition,"""Hamburg, Germany""",vyble,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Wag! Group,09-Aug-2022,Reverse Merger,"""San Francisco, CA""",wag!,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
WalkUp,18-Jan-2023,Merger/Acquisition,"""London, United Kingdom""",walkup,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Wall Street Horizon,09-Nov-2022,Merger/Acquisition,"""Woburn, MA""",wall street horizon,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wallapop,30-Jan-2026,Merger/Acquisition,"""Barcelona, Spain""",wallapop,2013-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q24129272,Wallapop,hq=spain; desc=Platform for selling second-hand products over the internet
Wallbox (NYS: WBX),04-Oct-2021,Reverse Merger,"""Barcelona, Spain""",wallbox,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Walmart Advanced Systems & Robotics,09-Nov-2022,Merger/Acquisition,"""Andover, MA""",walmart advanced systems and robotics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Walmeric,08-Jul-2021,Merger/Acquisition,"""Madrid, Spain""",walmeric,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wandera,01-Jul-2021,Merger/Acquisition,"""London, United Kingdom""",wandera,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Wando Internet Solutions,22-Feb-2021,Merger/Acquisition,"""Berlin, Germany""",wando internet solutions,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Wanna (Multimedia and Design Software),05-Apr-2022,Merger/Acquisition,"""Redwood City, CA""",wanna (multimedia and design software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Warby Parker (NYS: WRBY),29-Sep-2021,IPO,"""New York, NY""",warby parker,2010-00-00,operating_founding,Wikidata,HIGH,90,LIKELY_MATCH,Q7968882,Warby Parker,"hq=united states; aliases=Warby Parker (dba Jand)|JAND, Inc|Warby Parker Inc.; desc=American eyeglasses and contact lens retailer"
WarpStream,04-Sep-2024,Merger/Acquisition,"""Chicago, IL""",warpstream,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
WasteTrakr,08-Jul-2022,Merger/Acquisition,"""Danville, CA""",wastetrakr,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Watchkeeper International,01-Jun-2021,Merger/Acquisition,"""London, United Kingdom""",watchkeeper international,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wattpad,10-May-2021,Merger/Acquisition,"""Toronto, Canada""",wattpad,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
