order	company	size	category	hq	keywords	acquirer
0	Kumovis	44.16	Healthcare	Munich, Germany	3d printing medical device, 3d systems, additives manufacturing, control software, medical	3D Systems (NYS: DDD)(Jeffrey Graves)
1	Bridgecrew	156.9	Devtools/DevOps	San Francisco, CA	cloud security platform, cloud security system, devops security, network management softwa	Palo Alto Networks (NAS: PANW)(Dipak Golechha)
2	Humi (Business/Productivity Softwar)	100.0	Enterprise Software	Toronto, Canada	digital employment, employee benefit, employee data, enterprise resource planning, hr soft	Employment Hero(Benjamin Thompson)
3	QueueDr	10.12	Healthcare	San Francisco, CA	appointment books, appointment tracking application, crm, customer relationship management	Phreesia (NYS: PHR)(Chaim Indig)
4	Demyst	100.0	Enterprise Software	New York, NY	analytics platform, big data technology, business intelligence platform, data infrastructu	Feedzai(Nuno Sebastiao)
5	Betty Labs	67.93	Enterprise Software	Los Angeles, CA	live sports, live sports games, sports app, sports application, sports application develop	Spotify (NYS: SPOT)(Gustav S�derstr�m)
6	Upskill (Software Development Applications)	15.21	Devtools/DevOps	Vienna, VA	augmented reality, business management tool, business optimization software, email and aut	TeamViewer Germany (ETR: TMV)(Oliver Steil)
7	HUUB (Logistics)	10.0	Physical Economy	Matosinhos, Portugal	distribution chain, logistics platform software, logistics service chain, logistics soluti	A.P. Moller - Maersk (CSE: MAERSK B)(Vincent Clerc)
8	Gamma.AI	20.4	Devtools/DevOps	Sunnyvale, CA	awareness program, big data platform, data analytics platform, data provisioning, enterpri	Palo Alto Networks (NAS: PANW)
9	Mirametrix	68.5	Enterprise Software	Montreal, Canada	ai platform, analytics platform, artificial intelligence firm, attention sensing, attentio	Lattice Semiconductor (NAS: LSCC)(James Anderson)
10	Kinvolved	23.3	Enterprise Software	New York, NY	analytics platform, analytics platform software, management software, school communication	PowerSchool Holdings(Hardeep Gulati), Vista Equity Partners
11	Later (Media and Information Services (B2B))	135.0	Enterprise Software	Vancouver, Canada	content management platform, content marketing, crm, customer relationship management, mar	Later(Lyle Stevens)
12	i2O Water	19.7	Enterprise Software	Southampton, United Kingdom	leakage reduction, network services, pressure control, pressure management, smart network,	Mueller Water Products (NYS: MWA)
13	Credly	200.0	Enterprise Software	New York, NY	digital badges, digital credential platform, digital credentialing management, digital cre	Pearson (LON: PSON)
14	Neteven	14.9	Enterprise Software	Paris, France	crm, customer relationship management, ecommerce personalization, marketplace management, 	Lectra (PAR: LSS)(Daniel Harari)
15	TurboSquid	75.0	Enterprise Software	New Orleans, LA	3d animation, 3d modelling, 3d visual, content services, design media, digital artists, km	Shutterstock (NYS: SSTK)(Stan Pavlovsky)
16	LaborChart	76.2	Enterprise Software	Overland Park, KS	construction industry, enterprise resource planning, erp, human capital management, workfo	Procore Technologies (NYS: PCOR)(Craig Courtemanche)
17	Segmint	135.13	Enterprise Software	Cuyahoga Falls, OH	advertising segment, customer engagement, data driven marketing, data driven marketing pla	Alkami (NAS: ALKT)(Alex Shootman)
18	Uplogix	10.47	Devtools/DevOps	Austin, TX	network automation software, network infrastructure, network management automation, networ	Lantronix (NAS: LTRX)
19	Get A-Head	12.64	Healthcare	Toronto, Canada	enterprise resource planning, erp, healthcare, mental health assessment, mental health pla	Keel Digital Solutions
20	UpLift (Clinics/Outpatient Services)	44.6	Healthcare	Tampa, FL	behavioral health, digital health app, mental healthcare service, mental illness therapy, 	Teladoc Health (NYS: TDOC)
21	Fit Analytics	124.4	Enterprise Software	Berlin, Germany	customer relationship management, data analytics platform, internet shopping, online cloth	Snapchat (NYS: SNAP)
22	Twistle	104.5	Enterprise Software	Albuquerque, NM	enterprise resource planning, erp, healthcare technology, healthcare technology management	Health Catalyst (NAS: HCAT)
23	GeoPhy	202.6	Enterprise Software	The Hague, Netherlands	abi custom application, analytics platform, property analytics, property analytics platfor	Walker & Dunlop (NYS: WD)(William Walker)
24	Wematter	13.25	Physical Economy	Link�ping, Sweden	3d printer, 3d printer systems, manufacturing, print functional components, printer manufa	3D Systems (NYS: DDD)(Jeffrey Graves)
25	THEO Technologies	58.7	Enterprise Software	Leuven, Belgium	adaptive streaming, online media, streaming application, streaming technology, video conte	Dolby Laboratories (NYS: DLB)(Giles Baker)
26	Cognito (Network Management Software)	250.0	Devtools/DevOps	Walnut, CA	anti fraud compliance, anti fraud technology, due diligence, fraud detection, identity man	Plaid(Zachary Perret)
27	Pento	40.0	Enterprise Software	London, United Kingdom	cfo stack, earned wage access, enterprise resource planning, human capital management, pay	HiBob
28	Kiln Enterprises	76.43	Enterprise Software	London, United Kingdom	data storytelling, data visualization design, data visualization services, email and autho	Canva
29	InVerse Infra	50.0	Enterprise Software	United Kingdom	ai systems, cross platform support, gaming api, interoperability platform, low latency, op	Openventure(Rathnakumar Udayakumar)
30	DataFleets	67.16	Devtools/DevOps	Palo Alto, CA	ai automation platform, data analytics firm, data analytics platform, data analytics produ	LiveRamp Holdings (NYS: RAMP)(Anneka Gupta)
31	Stackla	16.06	Enterprise Software	San Francisco, CA	customer relationship management, digital platform, marketing services, social content man	Nosto(Jim Lofgren)
32	Presto	18.0	Enterprise Software	San Carlos, CA	casual dining, computer vision technology, dining service, enterprise platform, fast food 	REMUS Capital(Krishna Gupta)
33	Adsmurai	13.27	Enterprise Software	Barcelona, Spain	campaignsdigital tools, digital promotion, marketing platform service, marketing transform	Entravision Communication (NYS: EVC)
34	DocSend	131.8	Enterprise Software	San Francisco, CA	analytics technology, content collaboration, content organization platform, document shari	Dropbox (NAS: DBX)(Andrew Houston)
35	DFLabs	42.1	Devtools/DevOps	Milan, Italy	cyber security, data breach response, enterprise security, incident response management, s	Sumo Logic(Greg Martin)
36	Moz (Business/Productivity Software)	67.0	Enterprise Software	Seattle, WA	analytics software, crm, customer relationship management, inbound marketing technology, m	iContact
37	Dadi	100.0	Healthcare	New York, NY	fertility kits, fertility reporting, fertility technology, fertility test, home health, ho	Ro(Zachariah Reitano)
38	Strata Health	32.42	Healthcare	Calgary, Canada	care resources planning, care transition management, digital health firm, patient caregive	VitalHub (TSE: VHI)(Daniel Matlow)
39	Primary (Business/Productivity Software)	25.0	Enterprise Software	Mountain View, CA	content search, email marketing, forum search, information service, search engine, search 	VerticalScope Holdings (TSE: FORA)(Rob Laidlaw)
40	Koopid	15.0	Enterprise Software	San Ramon, CA	chatbot messaging platform, conversational ai, customer conversations, customer experience	Dialpad(Craig Walker)
41	Fuze (Communication Software)	213.78	Devtools/DevOps	Boston, MA	business communication platform, cloud communication platform, cloud community platform, c	8X8 (NAS: EGHT)(David Sipes)
42	Zephr (Business/Productivity Software)	47.9	Enterprise Software	London, United Kingdom	crm, customer engagement, customer journey, customer relationship management, digital expe	Zuora(Tien Tzuo)
43	Sidertia	19.38	Devtools/DevOps	Madrid, Spain	cyber risk analytics, cybersecurity system, data protection, digital risk, risk analysis, 	Izertis (MAD: IZER)(Pablo Rodr�guez)
44	Flyy (Application Software)	25.0	Enterprise Software	Wilmington, DE	3d model, digital marketing, information and internet, metaverse company, social metaverse	droppGroup(Gurps Rai)
45	Sinch Engage-EMEA	58.6	Enterprise Software	Munich, Germany	chatbot platform, communication chatbot, crm, customer communication, customer relationshi	Sinch (STO: SINCH)(Oscar Werner)
46	Opstrace	13.58	Enterprise Software	San Francisco, CA	cloud integration, cloud manager, data management software, data software & systems, data 	GitLab (NAS: GTLB)(Scott Williamson)
47	Aceyus	82.01	Enterprise Software	Charlotte, NC	analytics, center intelligence solution, contact center, contact center intelligence, crm,	Five9 (NAS: FIVN)
48	Akili Interactive	30.24	Healthcare	Boston, MA	cognitive therapy, digital prescription platform, digital therapeutics, digital treatment,	Virtual Therapeutics(Dan Elenbaas)
49	Sedona Systems	100.0	Enterprise Software	Palo Alto, CA	enterprise asset management, enterprise resource planning, erp, it ops, network management	Cisco Systems (NAS: CSCO)(Oren Sagi)
50	AltheaDx	49.15	Healthcare	San Diego, CA	biodistribution assay development, biomarker discovery, genetic drug manufacturer, genetic	Castle Biosciences (NAS: CSTL)(Derek Maetzold)
51	Vandersat	22.8	Enterprise Software	Haarlem, Netherlands	analytics platform, analytics platform software, crop health information, drones & imagery	Planet Labs (NYS: PL)(William Marshall)
52	Avalun	16.61	Healthcare	Grenoble, France	chronic disease treatment, diagnostic device, diagnostic device developer, diagnostic devi	Biosynex (PAR: ALBIO)
53	LightDeck	39.82	Healthcare	Boulder, CO	clinical diagnostics, clinical sample testing, immunoassay system, point-of-care diagnosti	Heska(Kevin Wilson)
54	Access Physicians	234.0	Healthcare	Dallas, TX	cardiology care, general care, general internal medicine, neurology care, primary care, te	Access TeleCare(John Kalix)
55	Maestro Health	19.9	Enterprise Software	Chicago, IL	benefits platform, care management, clinical care management, cost management, crm, custom	Marpai (PINX: MRAI)(Edmundo Gonzalez)
56	Voluntis	92.9	Healthcare	Suresnes, France	healthcare management, medical companion, medical companion software, medical software, pa	AptarGroup (NYS: ATR)(Stephan Tanda)
57	Hitch (Business/Productivity Software)	57.0	Enterprise Software	Seattle, WA	business continuity planning, career pathing, employee engagement, employee engagement sys	ServiceNow (NYS: NOW)(Gretchen Alarcon)
58	TiBit Communications	250.0	Devtools/DevOps	Petaluma, CA	broadband access, broadband equipment, broadband network device, ethernet port, ethernet s	Ciena (NYS: CIEN)(Scott McFeely)
59	Valispace	19.97	Enterprise Software	Bremen, Germany	browser-based software, browser-based tools, engineering data, engineering data management	Altium (Business/Productivity Software)
60	SocialWave (Media and Information Services)	10.0	Enterprise Software	Munich, Germany	crm, customer relationship management, marketing services, marketing services firm, market	Swissnet (FRA: 81D)(Jonathan Sauppe)
61	Limeade	74.68	Enterprise Software	Bellevue, WA	corporate program, corporate wellness, corporate wellness technology, employee health, ent	WebMD Health Services(John Harrison)
62	Benefits Science	161.18	Healthcare	Boston, MA	data analytics tool, data science firm, health insurance claims, healthcare analytics, hea	Claritev (NYS: CTEV)(Dale White)
63	Fabric Genomics	33.5	Healthcare	Oakland, CA	ai algorithm, clinical reporting, diagnostic reporting, genetic information, genomic analy	GeneDx Holding (NAS: WGS)(Katherine Stueland)
64	Accellix	50.3	Healthcare	San Jose, CA	biotechnological devices, biotechnological firm, biotechnological test, cell analysis equi	BioM�rieux (PAR: BIM)
65	Parse Biosciences	225.0	Healthcare	Seattle, WA	biological sample, biotechnology data, biotechnology research, cell technology, rna sequen	Qiagen (NYS: QGEN)(Thierry Bernard)
66	Vesper Medical	227.0	Healthcare	Wayne, PA	arterial disease treatment, blood flow device, peripheral vascular disease, peripheral vas	Philips (AMS: PHIA)
67	Usermind	25.0	Enterprise Software	Seattle, WA	analytics & cdps, analytics and cdps, clients management, crm, customer engagement softwar	Qualtrics
68	42matters	13.75	Enterprise Software	Zurich, Switzerland	consumer engagement, data center, data infrastructure, insights data, mobile application a	SimilarWeb (NYS: SMWB)(Or Offer)
69	Linkfluence	59.98	Enterprise Software	Paris, France	brand strategy optimization, campaign performance tracking, consumer trends analysis, digi	Meltwater(John Box)
70	BlackSwan Vascular	37.5	Healthcare	Hayward, CA	liquid embolic products, peripheral disease, peripheral vascular, peripheral vascular trea	Grand Pharmaceutical Group (HKG: 00512)(Frank Zhou)
71	Rhebo	14.0	Devtools/DevOps	Leipzig, Germany	cyber security attacks, cyber security firm, cyber security service, data traffic monitor,	Landis+Gyr (SWX: LAND)
72	Once Dating	18.0	Enterprise Software	Feusisberg, Switzerland	dating application, dating portal, dating service, dating site, online dating network, onl	Dating.com
73	SSIMWAVE	23.21	Enterprise Software	Waterloo, Canada	automation platform, content services, creative intent, kms, knowledge management system, 	IMAX (NYS: IMAX)
74	Satalia	96.85	Enterprise Software	London, United Kingdom	algorithm platform, algorithm software, analytics model, business analytics and intelligen	WPP (LON: WPP)(Mark Read)
75	Bubty	20.4	Enterprise Software	The Hague, Netherlands	contingent workforce management, database management, freelance services, freelancers mana	Lifted Solutions LLC
76	monoDrive	20.0	Enterprise Software	Austin, TX	autonomous driving, autonomous vehicle simulation, enterprise asset management, enterprise	National Instruments
77	Arx (Business/Productivity Software)	12.8	Enterprise Software	Auburn Hills, MI	analytics platform, business intelligence platform, community analysis, community awarenes	Tyler Technologies (NYS: TYL)
78	Diamond Whites Aligners	36.72	Healthcare	London, United Kingdom	ai automation platform, dental aligners, dental alignment, dental alignment solution, dent	Impress(Vladimir Lupenko)
79	OctoAI	250.0	Devtools/DevOps	Seattle, WA	acceleration platform, ai agent, ai cores, ai neocloud, coding generation, generative ai, 	Nvidia (NAS: NVDA)
80	StitcherAds	64.0	Enterprise Software	Waterford, Ireland	advertisement platform, advertising management platform, automated campaign, customer rela	Kargo (Media and Information Services)(Harry Kargman)
81	Aidence	45.2	Healthcare	Rotterdam, Netherlands	ai clinical research, ai-powered tools, cancer care, cancer diagnoses, clinical applicatio	RadNet (NAS: RDNT)(Howard Berger)
82	Surgical Innovation Associates	141.5	Healthcare	Chicago, IL	aesthetic surgery, breast reconstruction, breast surgeries, dermatology, implants system, 	Integra LifeSciences Holding (NAS: IART)(Robert Davis)
83	Scite	20.9	Enterprise Software	Brooklyn, NY	natural language technology, research network, research tool developer, research validatio	Research Solutions (NAS: RSSS)(Roy Olivier)
84	Modern Fertility	225.0	Healthcare	San Francisco, CA	femtech vertical, fertility education, fertility technology, fertility test, fertility tes	Ro(Zachariah Reitano)
85	Adara	16.1	Enterprise Software	Irving, TX	advertising intelligence platform, audience targeting, audience targeting platform, crosse	RateGain (BOM: 543417)(Bhanu Chopra)
86	Data Legal Drive	35.0	Enterprise Software	Paris, France	compliance data, data governance, data protection, gdpr compliance, governance platform, l	EQS Group
87	Fresh Relevance	30.97	Enterprise Software	London, United Kingdom	automated daily email, content marketing tool, crm, customer relationship management, digi	DotDigital Group (LON: DOTD)
88	Acclarent	280.0	Healthcare	Irvine, CA	chronic sinusitis, medical care, medical device, medical device firm, sinus stent, surgica	Integra LifeSciences Holding (NAS: IART)
89	Speed Digital	15.0	Devtools/DevOps	Charlotte, NC	automobile deals, automobile sector, car sale, cloud information technology, enterprise re	Hagerty (NYS: HGTY)(McKeel Hagerty)
90	VenueNext	66.9	Enterprise Software	Allentown, PA	business productivity software, business productivity software technology, crm, customer r	Shift4 Payments (NYS: FOUR)(Jared Isaacman)
91	Petabyte Technology	40.0	Enterprise Software	Bellevue, WA	vet platform, veterinary application, veterinary management, veterinary software, veterina	Chewy (NYS: CHWY)
92	Tribe Dynamics	75.0	Enterprise Software	San Francisco, CA	crm, customer relationship management, data analytics, digital marketing, influencer marke	CreatorIQ(Igor Vaks)
93	Talenya	33.07	Enterprise Software	Hoboken, NJ	diversity recruiting, enterprise resource planning, erp, headhunting platform, human capit	Paycor
94	Verrix	23.23	Healthcare	Scottsdale, AZ	environmental monitoring, foodborne pathogens, infection control, molecular biology, steri	Getinge (STO: GETI B)(St�phane Roy)
95	Clairvoyant	89.58	Devtools/DevOps	Chandler, AZ	ai automation platform, ai platform, analytics platform, architectural consulting, data an	ExlService Holdings (NAS: EXLS)(Rohit Kapoor)
96	Eppo	225.0	Enterprise Software	San Francisco, CA	a/b testing software, experimentation platform, experimentation system, feature management	Datadog (NAS: DDOG)
97	Decibel Insight	153.96	Enterprise Software	Altrincham, United Kingdom	behavior detection platform, behavioral analytics tool, conversion rate optimisation, cust	Medallia
98	Perpetua (Business/Productivity Software)	52.0	Enterprise Software	Portsmouth, NH	advertising analytics, advertising campaigning platform, advertising intelligence platform	Ascential (Media and Information Services)(Duncan Painter)
99	Upchain	139.8	Enterprise Software	Toronto, Canada	email and authoring, kms, knowledge management system, plm software, product development p	Autodesk (NAS: ADSK)(Andrew Anagnost)
100	Blue Pillar	25.65	Enterprise Software	Indianapolis, IN	analytics and grid management, digital transformation, enterprise asset management, enterp	Generac Holdings (NYS: GNRC)(Erik Wilde)
101	Quorate Technology	20.73	Enterprise Software	Edinburgh, United Kingdom	audio converting software, audio searchable software, content services, kms, knowledge man	Refinitiv
102	TruSTAR (Network Management Software)	82.1	Devtools/DevOps	San Mateo, CA	cyber attack mitigation, cyber security platform, cyber threat information, cybersecurity,	Splunk(Sendur Sellakumar)
103	BlackHorse Solutions	205.0	Devtools/DevOps	Herndon, VA	cyber data analytics, cyber protection services, cybersecurity, cybersecurity software dev	Parsons (NYS: PSN)(Charles Harrington)
104	Iris.TV	10.0	Enterprise Software	Los Angeles, CA	content platform, content services, digital video, video content portal, video intelligenc	Viant Technology (NAS: DSP)
105	Infutor Data Solutions	220.7	Enterprise Software	Oakbrook Terrace, IL	consumer data analysis, consumer data privacy, crm, customer analysis, customer relationsh	Verisk Analytics (NAS: VRSK)
106	Grainite	15.0	Devtools/DevOps	Santa Clara, CA	application platform, data management system, data management tool, data streaming tools, 	MongoDB (NAS: MDB)
107	Solargraf	27.84	Enterprise Software	Montreal, Canada	customer relationship management, intermittent renewable energy, roofing tools, sales acce	Enphase Energy (NAS: ENPH)(Badrinarayanan Kothandaraman)
108	Vochi	45.9	Enterprise Software	Nicosia, Cyprus	ai video creation, ai video editing, creative video editing, design software, generative a	Pinterest (NYS: PINS)(Bin Liu)
109	Hero Towers	160.0	Enterprise Software	London, United Kingdom	conversational commerce, conversational commerce platform, conversational shopping platfor	Klarna Group (NYS: KLAR)(Sebastian Siemiatkowski), Vista Equ
110	Javelo	61.26	Enterprise Software	Montreuil, France	employee engagement, employee engagement tool, employee performance analysis, enterprise r	Sympa
111	Daedalean	225.0	Enterprise Software	Zurich, Switzerland	advances air mobility, airspace management, analytics platform, autonomous machine, autono	Destinus(Mikhail Kokorich)
112	PinnacleCare	85.0	Healthcare	Baltimore, MD	health care support, healthcare advising, healthcare advisory, healthcare advisory provide	Sun Life Financial (TSE: SLF)(Daniel Fishbein)
113	ADx NeuroSciences	40.65	Healthcare	Ghent, Belgium	biomarkers, diagnostics detection, immunoassay diagnostic kits, neuro disease, neuro testi	Fujirebio Europe(Goki Ishikawa)
114	Predibase	109.1	Devtools/DevOps	San Francisco, CA	ai cores, ai systems, analytics platform, coding algorithm, data processing, data warehous	Rubrik (NYS: RBRK)(Bipul Sinha)
115	DrChrono	181.91	Healthcare	Orlando, FL	billing logging, ehr software, generalist ehrs system, healthcare enterprise system, medic	EverCommerce (NAS: EVCM)(Matthew Feierstein)
116	Perception Point	33.7	Devtools/DevOps	Boston, MA	ai in it, artificial intelligence in it, cloud security, cyber threat analysis, cyber thre	Fortinet (NAS: FTNT)
117	Vivasure Medical	117.28	Healthcare	Galway, Ireland	absorbable implants, devices and implants, heart implants, implant system, vascular closur	Haemonetics (NYS: HAE)(Ken Crowley)
118	Playspace (Digital Collaboration Platform)	78.0	Enterprise Software	San Francisco, CA	collaborative work, collaborative workspace, digital platform, digital workspace, email an	Google Workspace
119	StandardFusion	37.53	Devtools/DevOps	Vancouver, Canada	compliance management, cybersecurity services, enterprise compliance, grc software, integr	Wolters Kluwer (AMS: WKL)(Frans Klaassen)
120	RxSaver	50.7	Enterprise Software	Austin, TX	healthcare tools, prescription coupons, prescription savings, savings coupons, savings pro	GoodRx (NAS: GDRX)
121	The Data Appeal Company	18.13	Enterprise Software	Florence, Italy	ai cores, behaviour analytics, business insights, data analysis platform, data analysis se	Almawave (STU: 101)(Valeria Sandei)
122	Unbxd	100.0	Enterprise Software	San Mateo, CA	discovery platform, ecommerce inventory management, improve shopping experience, personali	Netcore Cloud(Nishant Jain)
123	Cynerio	100.0	Healthcare	New York, NY	attack detection, clinical network, cybersecurity platform, cybersecurity system, data pro	Axonius
124	PlugSurfing	75.83	Enterprise Software	Berlin, Germany	car charging station, charging application, charging network, electric charging vehicle, e	Corpay (NYS: CPAY)(Thomas Rowlands)
125	YouAppi	45.0	Enterprise Software	Palo Alto, CA	application marketing platform, artificial intelligence, audience targeting, crm, customer	Affle 3i (BOM: 542752)
126	Renasci (Environmental Services)	11.17	Physical Economy	Oostende, Belgium	energy savings, environmental service, material recovery, recycled polymer, waste conversi	Borealis(Thomas Gangl)
127	Next DLP	105.0	Devtools/DevOps	London, United Kingdom	business risk, cyber security, data security, data software & systems, data software and s	Fortinet (NAS: FTNT)(Ken Xie)
128	Intelligent Ultrasound	51.71	Healthcare	Abingdon, United Kingdom	image analysis software, image analysis software tools, image analysis system, medical sim	GE HealthCare Technologies (NAS: GEHC)(Philip Rackliffe)
129	Onum	290.0	Enterprise Software	Madrid, Spain	ai transformation platform, analytics tool, data analyitics, data management platform, dat	CrowdStrike Holdings (NAS: CRWD)(George Kurtz)
130	PEKAT VISION	17.73	Enterprise Software	Brno, Czech Republic	enterprise resource planning, erp, industry inspection software, product inspection softwa	Datalogic (MIL: DAL)(Valentina Volta)
131	Aarki	162.34	Enterprise Software	San Francisco, CA	advertising campaigns, customer relationship management, gaming monetization, marketing an	Skillz (NYS: SKLZ)(Andrew Paradise)
132	RapidDeploy	181.0	Enterprise Software	Austin, TX	ai automation platform, analytics platform, analytics software, cloud technology, data dri	Motorola Solutions (NYS: MSI)(Mahesh Saptharishi)
133	Jeli	27.0	Enterprise Software	San Francisco, CA	incident analysis, incident management, incident monitoring, incident resolution, incident	PagerDuty (NYS: PD)(Dan McCall)
134	Peak	65.0	Enterprise Software	Manchester, United Kingdom	ai automation platform, ai platform technology, data analytics system, data visualisation,	UiPath (NYS: PATH)(Daniel Dines)
135	PowerDot	34.0	Healthcare	Carlsbad, CA	monitoring equipment, muscle training, therapeutic device, wearable device, wearable devic	Therabody(Benjamin Nazarian)
136	Super Biz	17.5	Enterprise Software	New York, NY	advertising platform, advertising platform company, advertising platform software, adverti	Super League (NAS: SLE)(Ann Hand)
137	Podchaser	27.2	Enterprise Software	Oklahoma City, OK	media monitoring platform, podcast database, podcast discovery tools, podcast search engin	Acast (STO: ACAST)(Ross Adams)
138	Colisweb	42.91	Enterprise Software	Lille, France	customized delivery, delivery service, home delivery service, intra-city delivery, scm, sh	ID Logistics Group (PAR: IDL)(Christophe Satin)
139	Planetly	117.06	Enterprise Software	Berlin, Germany	carbon accounting, carbon analytics, carbon emission control, carbon emission reduction, c	OneTrust(Kabir Barday)
140	Lowell Therapeutics	32.5	Healthcare	Lowell, MA	dialysis care, healthcare device, healthcare firm, healthcare smart device, kidney device,	Talphera (NAS: TLPH)
141	Jace Medical	100.0	Healthcare	Warsaw, IN	cardiothoracic surgery, lateral support, plates products, sternal plates system, surgical 	Zimmer Biomet (NYS: ZBH)
142	Adaptix	10.69	Healthcare	Oxford, United Kingdom	imaging equipment, imaging technology, imaging tool, medical imaging device, medical imagi	Avingtrans (LON: AVG)(Stephen McQuillan)
143	Ponder	46.0	Enterprise Software	San Mateo, CA	ai automation platform, data analytics, data management, data science, developer tools, op	Snowflake (NYS: SNOW)
144	Alsid	98.49	Devtools/DevOps	Paris, France	active directory security, cyber protection, enterprise network security, network manageme	Tenable (NAS: TENB)(Amit Yoran)
145	Qustodio	43.0	Devtools/DevOps	Barcelona, Spain	activity monitoring, children online activity, device management, online kids protection, 	Qoria (ASX: QOR)
146	Sonantic	113.11	Enterprise Software	London, United Kingdom	ai tools, emotional artificial intelligence, generative ai, speech synthesis, text-to-spee	Spotify (NYS: SPOT)(Ziad Sultan)
147	PeriShip	10.47	Physical Economy	Branford, CT	delivery service, logistic services, logistics solutions, perishable goods, shipping solut	VerifyMe (NAS: VRME)(Patrick White)
148	Sotera	45.0	Healthcare	Carlsbad, CA	analytics platform, blood pressure monitoring, critical care, health care technology, heal	Foxconn Technology (TAI: 2354)
149	Torchlight (Business/Productivity Software)	17.25	Enterprise Software	Burlington, MA	behavioral health, behavioral health planning, care automation, caregiver platform, digita	LifeSpeak(Michael Held)
150	Cleanlab	25.0	Enterprise Software	San Francisco, CA	analytics platform, business data analytics, data management software, data-centric ai, da	Handshake(Sahil Bhaiwala)
151	Pana (Media and Information Services (B2B))	48.5	Enterprise Software	Denver, CO	corporate travel agency, corporate travel management, corporate travel platform, enterpris	Coupa Software
152	ExactlyIT	26.4	Devtools/DevOps	Morrisville, NC	business center service, cloud automation technology, cloud services, cloud support, it so	Converge Technology Solutions(Shaun Maine)
153	Wayforward	21.07	Healthcare	New York, NY	behavioral health, behavioural therapy, cognitive behavioural therapy, emotional wellness 	DarioHealth (NAS: DRIO)(Erez Raphael)
154	Zilla Security	175.0	Devtools/DevOps	Boston, MA	application security, cloud identity security, cloud security, identity security, security	CyberArk Software(Matthew Cohen)
155	Pulse (Social/Platform Software)	30.0	Enterprise Software	San Francisco, CA	analytical decision engine, crowdsourcing community, data driven analytics, decision engin	Gartner (NYS: IT)
156	Heyday (Canada)	47.9	Enterprise Software	Montreal, Canada	chatbot application, conversational ai assistants, conversational commerce, conversational	Hootsuite(Tom Keiser)
157	StayTuned (Business/Productivity Software)	46.0	Enterprise Software	New York, NY	customer relationship management, digital commerce, dtc branding, ecommerce brand manageme	Zendrop(Ben Furtado)
158	Exosome Diagnostics	15.0	Healthcare	Waltham, MA	cancer molecular diagnostics, diagnostic development, disease monitoring, liquid biopsy, m	MDxHealth (NAS: MDXH)(Michael McGarrity)
159	Omnivore	49.33	Enterprise Software	Clearwater, FL	digital restaurant, digital restaurant experience, menu management, menu management servic	Olo(Noah Glass)
160	Cazana	34.46	Enterprise Software	London, United Kingdom	auto commerce, dealer solutions, online car buy, pricing intelligence, valuation analytics	Cazoo(Alexander Chesterman)
161	Olyn (Media and Information Services)	44.03	Enterprise Software	Paris, France	audience creation, customer engagement, digital marketing firm, digital marketing service,	Gimv (BRU: GIMB)(Guillaume Bardy)
162	SenseHawk	32.0	Enterprise Software	Campbell, CA	climate tech company, construction monitoring, infrastructure intelligence, intermittent r	Reliance Industries (NSE: RELIANCE)
163	Statice	50.0	Devtools/DevOps	Berlin, Germany	data management, data privacy, data privacy service, data privacy technology, data protect	Anonos(Ted Myerson)
164	DaytoDay	50.1	Healthcare	Boston, MA	digital care management service, metrics tracking, patient personal care, patient-centered	Babylon Health(Ali Parsa)
165	Nok Nok	18.4	Devtools/DevOps	San Jose, CA	authentication infrastructure, authentication protocol, fraud prevention, identity and acc	OneSpan (NAS: OSPN)(Joe Maxa)
166	Caption Care	150.0	Healthcare	San Mateo, CA	cardiac and heart, cardiac imaging, cardiovascular disease, echocardiogram, health diagnos	GE HealthCare Technologies (NAS: GEHC)(Roland Rott)
167	ELIOS Vision	188.0	Healthcare	Los Angeles, CA	glaucoma medication, glaucoma surgery, glaucoma treatment, intraocular pressure, laser lig	Bausch + Lomb (TSE: BLCO)(Luc Bonnefoy)
168	Alter (Multimedia and Design Software)	100.0	Enterprise Software	New York, NY	3d character design, avatar character, avatar creation, avatar platform, computer vision, 	Alphabet (NAS: GOOGL)
169	In2Bones	145.2	Healthcare	Memphis, TN	bone graft, bone support, medical device, orthopaedic device, orthopedic care, orthopedic 	Conmed (NYS: CNMD)(Curt Hartman)
170	Clio Draft	50.0	Enterprise Software	San Francisco, CA	ai automation platform, automation platform, document automation, document management, leg	Clio(Jack Newton)
171	Mutual Mobile	16.1	Enterprise Software	Austin, TX	app development, augmented reality, cloud consulting, internet of things, virtual reality,	Grid Dynamics Holdings (NAS: GDYN)(Leonard Livschitz)
172	Cellwize	340.0	Enterprise Software	Southlake, TX	cellular network optimization, it ops, mobile network, mobile network market, mobile netwo	Qualcomm (NAS: QCOM)
173	Eleos Technologies	41.3	Enterprise Software	Greenville, SC	document scanning, drivers workflow, enterprise resource planning, erp, fleet management, 	Knight-Swift Transportation Holdings (NYS: KNX)(David Jackso
174	Owatec	17.29	Physical Economy	Tupos, Finland	dewatering equipment, environmental plant, industrial wastewater treatment, industrial wat	Sulzer (SWX: SUN)
175	Tango Health	28.47	Healthcare	Austin, TX	affordable care, affordable care act, business service, employer-sponsored healthcare, ent	Benefitfocus(Matthew Levin)
176	CompilerWorks	70.0	Devtools/DevOps	Menlo Park, CA	application infrastructure, data compiler, data engineering, data infrastructure, data lin	Alphabet (NAS: GOOGL)
